,label,text
566,Chicken pox,"My arms and neck have large lymph nodes, which itch when I touch them. The itching has made my day extremely uncomfortable."
567,Chicken pox,Huge lymph nodes on my neck and arms itch when I touch them. I have not had a more unpleasant day due to the itching.
568,Chicken pox,"My skin rash is causing me a great deal of pain. There are also small red spots developing near my neck. Since yesterday, I have had a severe fever, headache and fatigue."
569,Chicken pox,"I'm in a lot of agony from my skin rash. Little red patches are also starting to appear close to my neck. I've been really tired, having a headache, and a high fever since yesterday."
570,Chicken pox,"I am starting to develop tiny red spots all over my face and neck area, and it itches when I touch them. The itching is making my day very uncomfortable."
571,Chicken pox,"My face and neck are starting to have little red spots all over them, and they hurt when I touch them. This itching is so painful and ruining my day."
572,Chicken pox,"I have lost my appetite completely and can't seem to eat anything. I feel like vomiting and feel exhausted. I noticed rashes on my skin, which is really concerning me."
573,Chicken pox,"I can't seem to eat anything since I have entirely lost my appetite. I'm worn out and want to throw up. My skin has developed rashes, which worries me a lot."
574,Chicken pox,I have a high fever and a severe headache. I can't seem to eat anything and feel like vomiting. There are also some red spots developing on my arms. I am really worried.
575,Chicken pox,I have a really bad headache and a high fever. I feel like throwing up and can't seem to eat anything. My arms are starting to get some red patches on them as well. I'm quite concerned.
576,Chicken pox,I'm worried about these red spots on my skin. It's spreading rapidly and causing a lot of problems. I also developed a mild fever and headache every night.
577,Chicken pox,"These red patches on my skin worry me. It's growing quickly and creating a great deal of issues. Every night, I also started to get a little fever and headache."
578,Chicken pox,I'm feeling really nauseous and uneasy. I'm not sure what it might be. I've seen rashes on my arms and legs. I have lost my appetite and feel exhausted every day.
579,Chicken pox,I'm experiencing severe nausea and anxiety. I have no idea what it might be. There are rashes on my legs and arms. I feel tired all the time and have lost my appetite.
580,Chicken pox,I have swollen red lymph nodes on my arms and legs that itch when I touch them. I'm also suffering from a terrible headache and a mild fever. I don't feel like eating anything and have lost my appetite.
581,Chicken pox,"My arms and legs have swollen, red lymph nodes that ache when I touch them. In addition, I have a moderate fever and a horrible headache. I have lost my appetite and don't feel like eating anything."
582,Chicken pox,I'm really exhausted and lacking in energy. I can hardly keep my eyes open during the day. I have a mild fever and don't feel like eating anything. I think I have lost my appetite.
583,Chicken pox,"I'm so worn out and drained of vitality. During the day, I have a hard time keeping my eyes open. My fever is not too high, and I'm not hungry. I believe my appetite has diminished."
584,Chicken pox,"I am exhausted and have lost my appetite. I feel vomiting and can't eat anything. In addition, little red spots are beginning to appear on my skin and near the neck. I am really worried about my health."
585,Chicken pox,"I feel like I'm starving to death. I feel like throwing up and am unable to eat. Furthermore, little red spots are starting to show up on my skin, especially around my neck. I'm somewhat concerned about my health."
586,Chicken pox,There are small red spots all over my body. The spots are itchy and uncomfortable. I also have a mild fever and headache.
587,Chicken pox,My body is covered with tiny red patches. The areas are painful and itch. I also have a headache and a little temperature.
588,Chicken pox,"I've been suffering from severe itching all over my body, along with a fever and headache. The red spots are starting to swell and it is getting really uncomfortable every day."
589,Chicken pox,"I have a temperature, a headache, and excruciating itching all over my body. The red areas are beginning to swell, and each day it becomes more and more unpleasant."
590,Chicken pox,I feel tired every day. There are red spots all over my arms and back and it itches if I touch them. I am really worried and not sure what to do.
591,Chicken pox,Every day I feel worn out. My back and arms are covered with red patches that ache to the touch. I'm not sure what to do and am really concerned.
592,Chicken pox,"The high fever, swollen lymph nodes and headache are causing me a lot of trouble. I don't feel like eating anything and feel weak and fatigued. It's hard for me to concentrate on my daily life."
593,Chicken pox,"My headache, enlarged lymph nodes, and high temperature are really bothering me. I feel weak and exhausted and have no desire to eat. I find it difficult to focus on my everyday activities."
594,Chicken pox,"I have a high fever and red spots and rashes all over my body. I feel exhausted and have completely lost my appetite, which has made me weak and lethargic. I am really worried."
595,Chicken pox,"My body is covered with red patches and rashes, and I have a high temperature. I'm weak and sluggish since I'm tired and have entirely lost my appetite. I'm quite concerned."
596,Chicken pox,I have seen rashes on my arms and neck and it itches if I scratch them. I've also had a high fever for a few days. I have no idea what is causing it. The itching is causing me a lot of discomforts.
597,Chicken pox,"My arms and neck have developed rashes, and they itch when I touch them. For a few days, I've also had a high temperature. I'm not sure what's causing it. I'm experiencing a lot of agony due to the itching."
598,Chicken pox,"There are red swollen spots all over my body. It itches if I touch them. Moreover, I also have a high fever and headache and always feel exhausted."
599,Chicken pox,"Everywhere on my body are large, red patches. If I touch them, it itch. In addition, I constantly feel tired and have a high fever and headache."
600,Impetigo,I've developed a skin rash on my face and neck consisting of red sores that are blistering. My concern about my health has heightened.
601,Impetigo,"I have created skin rashes made up of rankling bruises. The rankling bruises are raised, fluid-filled injuries and they are difficult to touch. I am too enduring from a tall fever."
602,Impetigo,I have a tall fever. There are ruddy bruises creating close my nose. The bruises are excruciating and have yellow rust-colored overflow coming out from them.
603,Impetigo,"There are rashes around my nose, with expansive ruddy bruises. I taken note that the hasty was spreading to other parts of my body. Moreover, I have a tall fever each night."
604,Impetigo,I have been enduring from a tall fever for the final couple of days. Bruises are creating close my nose. The bruises are difficult and I am feeling exceptionally awkward these days.
605,Impetigo,"My skin has created rashes, basically close the nose. The hasty is spreading to other parts of my body. I am truly almost stressed around this."
606,Impetigo,I have been encountering extraordinary weakness and a tall fever. There are rashes close my nose and mouth. The hasty is irritated and makes it exceptionally troublesome for me to rest.
607,Impetigo,"I am enduring from extraordinary fever and shortcoming. I have created bruises on my confront. The bruises bothersome and awkward. Regularly, a yellow colored overflow comes out of the bruises."
608,Impetigo,I have taken note that the bruises are taking longer to recuperate and are more inclined to disease. The bruises on my confront are swollen and delicate to the touch and exceptionally awkward to handle.
609,Impetigo,There are ruddy bruises on my confront and close my nose. I have taken note that the hasty is spreading more rapidly on my neck and chest.
610,Impetigo,The bruises around my nose have gotten to be crusted over and are troublesome to touch. A yellow-rust coloured overflow utilized to come out of the bruises. It is taking much more time to handle.
611,Impetigo,"I created a minor hasty close my nose a couple of days prior. Presently, the hasty is went with by a burning sensation and redness of the skin. I feel it is a few kind of an disease."
612,Impetigo,"At first, I created little ruddy bruises close my nose and neck. Presently, I am having a tall fever and the bruises have gotten to be more excruciating and kindled over the past few days."
613,Impetigo,"I taken note a skin hasty on my confront. It was made up of a rankling sore. Nowadays I watched a yellow colored liquid coming out of the bruises, I am not beyond any doubt what it is."
614,Impetigo,"The bruises on my confront are starting to sob clear liquid. Moreover, each night I get a tall fever and chills, since of which I cannot rest all night."
615,Impetigo,I at first had rashes on my confront and close my nose. But presently the hasty is spreading down my arms and legs.
616,Impetigo,"I have a tall fever each night and created bruises on my confront, especially close my nose. I have taken note that the bruises are taking longer to mend and are more inclined to disease."
617,Impetigo,"The bruises around my nose are presently encompassed by ruddy, kindled skin. The hasty has caused my skin to gotten to be dry and flaky, with a obvious yellow colored liquid coming out of the bruises."
618,Impetigo,"I have moreover been encountering flu-like side effects, such as fever and body torment. I have taken note ruddy rashes and rankling bruises close my nose and lips. It's bothersome and awkward."
619,Impetigo,I am enduring from mellow fever and migraine. There are little bruises close my nose and rashes on my neck. I am going through an awfully intense time right presently.
620,Impetigo,"There's a hasty especially terrible around my nose, with huge ruddy bruises that are agonizing and have yellow rust-colored overflow coming from them."
621,Impetigo,"There are bruises on my confront and generally close my nose and lips. The bruises are causing inconvenience or torment, and there's a release of yellow or rust-colored liquid from them."
622,Impetigo,"I have been creating bruises on my confront and nose region. I am not beyond any doubt what is causing this. The bruises on my confront are swollen and delicate to the touch, and I have a burning sensation and redness of the skin."
623,Impetigo,"The hasty on my confront has ended up more agonizing and kindled over the past few days, and the bruises are starting to sob clear liquid. It is getting amazingly difficult with each day."
624,Impetigo,I have rashes on my confront. I am beginning to have little bruises around my nose and frequently a yellow liquid comes out of the bruises. The bruises are getting to be amazingly excruciating.
625,Impetigo,"I am feeling truly wiped out. I have a tall fever and migraine. I taken note rashes on my arms and confront. I am amazingly stressed approximately this. Nowadays, I watched ruddy bruises close my nose."
626,Impetigo,"I've been enduring from a tall fever for the past few days. Bruises are shaping around my nose and there are rashes on diverse parts of my body. The bruises are serious, and I'm feeling truly uneasy these days."
627,Impetigo,I have a very high temperature and feel very tired. I have sores on my face. The sores hurt and make me want to scratch them. A yellow liquid often comes out of the cuts.
628,Impetigo,I have a rash on my skin with sores that hurt. I also have a very high body temperature.
629,Impetigo,"I think I have a skin problem. I have red spots on my face and some little sores by my nose. The sores are now red, hurting, and have a yellow liquid coming out of them."
630,Impetigo,"I have seen that the cuts on my face are taking longer to heal and are more at risk of getting infected. I have big, painful sores on my cheeks that are hard to deal with. I can't seem to make these sores go away."
631,Impetigo,"I have a bad fever. I have a red, itchy rash on my face, neck, and arms. The rash is made up of sore, red spots. I am worried about my health."
632,Impetigo,"I have developed a rash with painful blisters on my skin. The painful sores are filled with fluid and raised, and they hurt when touched. I also have a very high temperature."
633,Impetigo,I have a fever. Red sores are growing close to my nose. The sores hurt and are oozing yellowish-brown fluid.
634,Impetigo,"I have a rash around my nose and big red sores. I can see the rash spreading to other parts of my body. Furthermore, I get a fever every evening."
635,Impetigo,Red sores cover my cheeks and nose. I noticed that the red spots on my neck and chest are spreading more quickly. I also have a slight fever.
636,Impetigo,"The sores inside my nose have dried and hardened, making them painful to touch. The cuts used to drip a yellow-brown fluid. Using medication is taking much more time to handle."
637,Impetigo,"A couple of days ago, I got a small rash around my nose. The rash is now burning and the skin is red and oozing fluid. I think it's some kind of sickness."
638,Impetigo,I got little red sores near my nose and neck. I have a fever and my sores are hurting more and looking more red.
639,Impetigo,"I have a red, painful rash around my nose and lips with big sores that ooze yellow fluid."
640,Impetigo,I have a lot of sores on my face. Most of them are close to my nose and lips. The sores hurts and there is a yellow or rust-colored liquid coming out of them.
641,Impetigo,"I have small sore on my face and nose. I don't know what is making this happen. I have big, itchy sores on my cheeks that hurt and are red."
642,Impetigo,"In the past two days, the rash on my face has gotten worse and the blisters have started to bleed clear liquid. It hurts a lot to handle."
643,Impetigo,"I think I have a problem with my skin. I have red spots and small blisters on my face near my nose. The cuts are hurting and have turned red, with some yellow liquid coming out of them."
644,Impetigo,"I noticed that the cuts on my face are taking longer to heal and are more likely to get infected. The marks on my cheeks are big, not nice to feel, and very hard to get rid of. I am having trouble getting rid of these sores."
645,Impetigo,"I have a fever. I have a rash on my face, neck, and arms. The rash has red sores that hurt. I'm worried about my health."
646,Impetigo,"In the past week, the redness on my face has gotten worse and hurts more. The sores have started to leak a yellow fluid. Every day, it hurts more and more."
647,Impetigo,"My face has had red spots. I am getting small sores on my nose, and a yellow liquid keeps coming out of them. The sores hurt even more now."
648,Impetigo,"I don't feel well. I feel really hot and have a headache. I got red, itchy spots on my arms and face. I am really worried about this. Today I saw red sores on my nose and lips."
649,Impetigo,The redness on my face is not going away. I took some medicine but it's not working very well. I saw some small sores near my nose. They hurt a lot and are really hard to deal with.
650,Impetigo,I have developed a skin rash on my face and neck. The rash is made up of red sores that are blistering. I am worried about my health.
651,Impetigo,My face and neck have turned red from a skin rash. The rash is composed of blistering red sores. I'm concerned about my well-being.
652,Impetigo,"I have developed skin rashes made up of blistering sores. The blistering sores are raised, fluid-filled lesions and they are painful to touch. I am also suffering from a high fever."
653,Impetigo,"I've developed blistering sore-like skin rashes. The blistering sores are painful to the touch, elevated lesions filled with fluid. In addition, I have a high fever."
654,Impetigo,I have a high fever. There are red sores developing near my nose. The sores are painful and have yellow rust-colored ooze coming out from them.
655,Impetigo,"My fever is quite high. Red sores are starting to appear close to my nose. There is a yellow rust-colored ooze oozing from the sores, which hurt."
656,Impetigo,"There are rashes around my nose, with large red sores. I noticed that the rash was spreading to other parts of my body. Also, I have a high fever every night."
657,Impetigo,"My nose is covered in rashes, complete with big red sores. I became aware of the rash's dissemination to other body areas. Every night I also wake up with a high fever."
658,Impetigo,I have been suffering from a high fever for the last couple of days. Sores are developing near my nose. The sores are painful and I am feeling very uncomfortable these days.
659,Impetigo,"For the past few of days, I have had a high temperature. I'm getting sores next to my nose. I'm feeling really uncomfortable these days and the sores hurt."
660,Impetigo,"My skin has developed rashes, mainly near the nose. The rash is spreading to other parts of my body. I am really about worried about this."
661,Impetigo,"Rashes have appeared on my skin, mostly around my nose. My rash is getting worse in other areas of my body. I'm genuinely concerned about this."
662,Impetigo,I have been experiencing extreme fatigue and a high fever. There are rashes near my nose and mouth. The rash is itchy and makes it very difficult for me to sleep.
663,Impetigo,I have been really tired and have a high temperature. I have rashes close to my mouth and nose. I can't get any sleep at all because of the itchy rash.
664,Impetigo,"I am suffering from extreme fever and weakness. I have developed sores on my face. The sores itchy and uncomfortable. Often, a yellow colored ooze comes out of the sores."
665,Impetigo,I have a very high fever and am very weak. My face is covered in sores. The sores are uncomfortable and itchy. A yellow-colored ooze frequently emerges from the sores.
666,Impetigo,I have noticed that the sores are taking longer to heal and are more prone to infection. The sores on my face are swollen and tender to the touch and very uncomfortable to handle.
667,Impetigo,"I've found that the sores are healing more slowly and are more susceptible to infection. My cheek sores are large, painful to the touch, and extremely difficult to handle."
668,Impetigo,There are red sores on my face and near my nose. I have noticed that the rash is spreading more quickly on my neck and chest.
669,Impetigo,My face and the area around my nose have red sores. I've seen that the rash on my neck and chest is growing more swiftly.
670,Impetigo,The sores around my nose have become crusted over and are difficult to touch. A yellow-rust coloured ooze used to come out of the sores. It is taking much more time to handle.
671,Impetigo,My nasal sores are hard to touch now that they have crusted up. The wounds used to release a yellow-rust colored fluid. Handling it is taking a lot longer.
672,Impetigo,"I developed a minor rash near my nose a few days ago. Now, the rash is accompanied by a burning sensation and redness of the skin. I feel it is some kind of an infection."
673,Impetigo,A little rash appeared next to my nose a few days ago. The skin is now red and there is a burning feeling around the rash. It seems like some sort of infection to me.
674,Impetigo,"Initially, I developed small red sores near my nose and neck. Now, I am having a high fever and the sores have become more painful and inflamed over the past few days."
675,Impetigo,"I started off with little red lesions on my neck and nose. I now have a high temperature, and throughout the last several days, the sores have gotten worse and more inflamed."
676,Impetigo,"I noticed a skin rash on my face. It was made up of a blistering sore. Today I observed a yellow colored fluid coming out of the sores, I am not sure what it is."
677,Impetigo,I became aware of a rash on my face. It consisted of a painful blister. I'm not sure what the yellow fluid that I saw oozing out of the wounds today is.
678,Impetigo,"The sores on my face are beginning to weep clear fluid. Also, every night I get a high fever and chills, because of which I cannot sleep all night."
679,Impetigo,"My cheek sores are starting to leak transparent liquid. In addition, I get chills and a high temperature every night, which keeps me up at night."
680,Impetigo,I initially had rashes on my face and near my nose. But now the rash is spreading down my arms and legs.
681,Impetigo,"At first, I had rashes all over my face, right around my nose. However, the rash is now extending down my legs and arms."
682,Impetigo,"I have a high fever every night and developed sores on my face, particularly near my nose. I have noticed that the sores are taking longer to heal and are more prone to infection."
683,Impetigo,"Every night, I get a high temperature and get sores all over my face, especially around my nose. I've noticed that the sores are becoming more prone to infection and are healing more slowly."
684,Impetigo,"The sores around my nose are now surrounded by red, inflamed skin. The rash has caused my skin to become dry and flaky, with a visible yellow colored fluid coming out of the sores."
685,Impetigo,"I now have red, irritated skin surrounding the wounds around my nose. My skin has become dry and flaky due to the rash, and there is a yellow-colored fluid visible around the wounds."
686,Impetigo,"I have also been experiencing flu-like symptoms, such as fever and body pain. I have noticed red rashes and blistering sores near my nose and lips. It's itchy and uncomfortable."
687,Impetigo,"In addition, I've been dealing with flu-like symptoms including fever and body aches. Around my lips and nose, I've observed scorching blisters and red rashes. It itch and feels awkward."
688,Impetigo,I am suffering from mild fever and headache. There are small sores near my nose and rashes on my neck. I am going through a very tough time right now.
689,Impetigo,My headache and moderate fever are bothering me. I have rashes on my neck and little blisters close to my nose. I'm now going through a really difficult period.
690,Impetigo,"There is a rash particularly bad around my nose, with large red sores that are painful and have yellow rust-colored ooze coming from them."
691,Impetigo,"My nose is particularly badly affected by a rash that has huge, painful red ulcers surrounding it that leak a yellow rust-colored liquid."
692,Impetigo,"There are sores on my face and mostly near my nose and lips. The sores are causing discomfort or pain, and there is a discharge of yellow or rust-colored fluid from them."
693,Impetigo,"My lips and nose are the main areas of my face where I get sores. There is a yellow or rust-colored fluid oozing from the lesions, and they hurt or cause discomfort."
694,Impetigo,"I have been developing sores on my face and nose area. I am not sure what is causing this. The sores on my face are swollen and tender to the touch, and I have a burning sensation and redness of the skin."
695,Impetigo,"My nose and cheeks have started breaking out in sores. What's causing this is unknown to me. My face is covered with large, painful sores that hurt to the touch. with addition, my skin is red and burning."
696,Impetigo,"The rash on my face has become more painful and inflamed over the past few days, and the sores are beginning to weep clear fluid. It is getting extremely painful with each day."
697,Impetigo,"Over the past two days, the rash on my face has gotten worse and more inflammatory, and the sores are starting to leak clear fluid. Every day is becoming really difficult."
698,Impetigo,I have rashes on my face. I am starting to have small sores around my nose and often a yellow fluid comes out of the sores. The sores are becoming extremely painful.
699,Impetigo,"My face is covered with rashes. I'm starting to have little sores all over my nose, and they frequently leak a yellow liquid. The sores are hurting so much now."
700,Impetigo,"I am feeling really sick. I have a high fever and headache. I noticed rashes on my arms and face. I am extremely worried about this. Today, I observed red sores near my nose."
701,Impetigo,I feel like I could throw up. I have a headache and a high fever. I looked at my face and arms and saw sores. This worries me a great deal. I saw red sores close to my nose today.
702,Impetigo,"I've been suffering from a high fever for the past few days. Sores are forming around my nose and there are rashes on different parts of my body. The sores are severe, and I'm feeling really uneasy these days."
703,Impetigo,"For the last several days, I have had a high temperature. I have rashes on several areas of my body and sores are developing around my nose. The sores are pretty bad, and I'm not feeling well these days."
704,Impetigo,I have a high fever and am really weak. My face has gotten sores. The blisters are itchy and painful. A yellow ooze frequently leaks from the wounds.
705,Impetigo,I'm quite weak and have a high fever. There are ulcers on my face. The blisters hurt and are irritating. The incisions typically discharge a yellow sludge.
706,Impetigo,"I am experiencing skin rashes with burning sores. The blistering sores are fluid-filled, elevated, red colored lesions that are unpleasant to touch. I also have a high fever."
707,Impetigo,"I have searing blisters and rashes on my skin. The blistering sores are painful to the touch, red, raised blisters that are filled with fluid. I'm feverish as well."
708,Impetigo,"I believe I have some skin disease. There are rashes on my face and small sores near my nose. The sores have become red, and painful and some kind of a yellow ooze discharges from them."
709,Impetigo,"I think I may have a skin condition. I have little lesions next to my nose and rashes all over my face. The lesions have become red, are hurting, and are oozing a yellow substance."
710,Impetigo,"I have noticed that the sores on my face are healing more slowly and are more likely to become infected. My cheek sores are large, painful to the touch, and extremely difficult to handle. I can't seem to get rid of these sores."
711,Impetigo,"My cheek sores are healing more slowly and are more prone to get infected now that I've seen that. My cheek sores hurt to the touch, are quite big, and very hard to treat. I am unable to eliminate these sores."
712,Impetigo,"I am having a high fever. I've had a skin rash on my face, neck and arms. The rash is made up of burning red lesions. I'm concerned about my health."
713,Impetigo,"I'm experiencing a high temperature. My arms, neck, and face have all developed skin rashes. Lesions that are blazing red make up the rash. It's my health that worries me."
714,Impetigo,"I've acquired skin rashes with blistering sores. The blistering sores are fluid-filled, elevated lesions that are unpleasant to touch. I'm also running a high fever."
715,Impetigo,"I have scorching blisters and skin rashes. The blistering sores are raised, fluid-filled blisters that hurt to the touch. In addition, I have a high fever."
716,Impetigo,"I'm running a high temperature. Near my nose, red sores are forming. The lesions are painful, and yellow rust-colored fluid is oozing from them."
717,Impetigo,I have a high body temperature. There are red sores growing around my nose. A yellow-rust-colored fluid seeping from the sores is unpleasant.
718,Impetigo,"I have rashes around my nose, as well as huge red sores. The rash is spreading to other places on my body, as I've seen. In addition, I have a high temperature every night."
719,Impetigo,"I have large red blisters and rashes around my nose. I've noticed that the rash is moving to other areas of my body. Not only that, but every night I have a fever."
720,Impetigo,My cheeks and nose are covered with red sores. I've observed that the rash on my neck and chest is spreading faster. I am also developing a mild fever.
721,Impetigo,"I have red sores all over my nose and cheeks. My neck and chest rash seems to be spreading more quickly now. In addition, I have a little temperature."
722,Impetigo,My nasal sores have crusted up and become difficult to touch. The wounds used to leak a yellow-rust coloured fluid. It is taking a lot longer to deal with using medication.
723,Impetigo,My nasal sores have turned crusty and are hard to touch. The wounds used to bleed a fluid with a yellow-rust color. Taking medicine is taking a lot longer to handle.
724,Impetigo,"A few days ago, I experienced a tiny rash around my nose. The rash is now accompanied by a burning feeling and skin redness and discharge of fluid. I believe it is some sort of infection."
725,Impetigo,"I had a little rash around my nose a few days ago. Now, in addition to the rash, there is a burning sensation, skin redness, and fluid discharge. I think it's an infection of some kind."
726,Impetigo,"Small red sores appeared near my nose and neck at first. I now have a high temperature, and the sores have gotten more painful and inflamed in recent days."
727,Impetigo,"Initially, I had little red lesions around my neck and nose. The sores have become more painful and inflammatory in the last few days, and I currently have a high temperature."
728,Impetigo,"A rash has developed around my nose and lips, with huge red lesions that are painful and emit a yellow rust-colored fluid."
729,Impetigo,My lips and nose are covered in a rash that is uncomfortable and includes large red lesions that leak a yellow fluid with a rusty tint.
730,Impetigo,"My face is covered in sores. Most of them are near my nose and lips. The lesions are causing discomfort or suffering, and a yellow or rust-colored fluid is oozing from them."
731,Impetigo,"There are sores all over my face. They're mostly around my lips and nose. There is a yellow or rust-colored fluid seeping from the lesions, and they are causing pain or suffering."
732,Impetigo,"I've started getting sores on my face and nose. I have no idea what is causing this. My cheek sores are large and irritating to the touch, and I have a burning feeling and skin redness."
733,Impetigo,"My nose and face are starting to ache. What's causing this is unknown to me. I have big, painful cheek sores that hurt to the touch, and my skin is red and burning."
734,Impetigo,"Over the last two days, the rash on my face has gotten more severe and inflamed, and the blisters have begun to bleed clear pus. It is really painful to deal with."
735,Impetigo,"My face has developed a more severe and inflammatory rash during the past two days, and the blisters are now leaking clear pus. It hurts a lot to deal with."
736,Impetigo,"I feel I have a skin condition. My face has rashes and little blisters around my nose. The wounds have turned red and painful, and a yellow liquid is oozing from them."
737,Impetigo,I think I may have a skin ailment. There are little blisters around my nose and rashes all over my face. The incisions are leaking a yellow liquid and have turned red and painful.
738,Impetigo,"I've observed that the lesions on my face are healing slower and are more prone to infection. The lesions on my cheeks are huge, unpleasant to the touch, and incredibly difficult to treat. I can't seem to get these sores to go away."
739,Impetigo,"My face's lesions seem to be healing more slowly and are more likely to become infected. My cheek lesions are large, painful to the touch, and very challenging to heal. I'm unable to make these sores go away."
740,Impetigo,"I'm running a high temperature. I've developed a rash on my face, neck, and arms. The rash consists of painful red lesions. My health is a concern for me."
741,Impetigo,"I have a high body temperature. My face, neck, and arms are all covered in a rash. There are painful red lesions on the rash. My main worry is my health."
742,Impetigo,"Over the last week, the rash on my face has gotten more severe and painful, and the sores have begun to discharge a yellow colored fluid. It's becoming increasingly painful by the day."
743,Impetigo,"My facial rash has become more painful and severe over the past week, and the blisters are starting to leak a yellow fluid. With every passing day, the ache gets worse."
744,Impetigo,"I've had rashes on my face. I'm developing little sores around my nose, and a yellow ooze is frequently oozing from them. The lesions have become even more painful."
745,Impetigo,"My face has developed rashes. My nose is starting to get small sores, and sometimes a yellow slime comes out of them. The sore spots are becoming significantly more uncomfortable."
746,Impetigo,I'm feeling quite ill. I have a high fever and a headache. Rashes appeared on my arms and face. I'm quite concerned about this. I saw red sores around my nose and lips today.
747,Impetigo,"I feel quite sick. Along with a headache, I have a high fever. My face and arms broke out in rashes. This concerns me a great deal. Today, I saw red blisters surrounding my lips and nose."
748,Impetigo,"The rashes on my face are not healing. I tried some medications but it is not helping much. Recently, I noticed small sores near my nose. They are painful and very difficult to handle."
749,Impetigo,"My face's rashes aren't getting better. I've tried a few meds, but not much is working. I've recently discovered little lesions next to my nose. They hurt and are really challenging to deal with."
750,Dengue,I have really bad pain in my joints and I'm throwing up a lot. I have a rash all over my body and it itches a lot.
751,Dengue,"I feel cold and have been shivering, even though it's warm around me. I have a constant backache and there are red spots on my arms."
752,Dengue,"I am in a lot of pain in my joints and it's hard for me to do my normal activities. Also, I don't feel like eating and that's making me feel weak."
753,Dengue,I have been throwing up a lot and don't feel like eating because of it. I always have pain in my joints and back.
754,Dengue,"I'm sick with a bad fever, bad headache, and my body hurts a lot. I shiver every night. I also have a sharp pain in my eyes."
755,Dengue,"I'm very tired and have no energy to do anything. I have red, itchy rashes on my neck."
756,Dengue,I have a really bad headache and my eyes hurt. I don't feel hungry and I shiver every night.
757,Dengue,I have been feeling sick to my stomach and constantly feel like I need to throw up. I have a really bad headache and there are little red dots all over my arms.
758,Dengue,"I have red, itchy and swollen spots on my body. I also have a very high temperature and I feel really cold and shaky."
759,Dengue,I have been feeling muscle pain that makes it hard for me to move. I don't feel like eating and I feel like throwing up. My legs and back hurt a lot.
760,Dengue,I have been having back pain that gets worse when I sit or stand for a long time. I also have rashes all over my body. My eyes hurt too.
761,Dengue,I have a rash on my skin that is red and swollen. I feel sick because I have a high fever and my body hurts a lot.
762,Dengue,"I have been feeling really cold and shivery, and I also have a high fever. I also have red, itchy skin on my arms and little red dots on my neck."
763,Dengue,I have really bad joint pain that feels like a constant ache. I have a headache a lot and I am starting to get a mild fever and chills.
764,Dengue,I've been throwing up and feeling sick to my stomach with stomach pains and feeling dizzy. I don't feel hungry and I feel very tired. I also have a headache.
765,Dengue,"I have a really bad fever and I am also sweating and feeling really weak. I have muscle pain, so I can't work all day."
766,Dengue,"I'm feeling very tired and it's hard for me to do simple things. I feel like throwing up and I have red rashes on my arms, neck, and legs."
767,Dengue,I have a really bad headache and it feels like there is a lot of pressure in my head. I have a little fever and my head hurts. I have little red dots on my back.
768,Dengue,"I feel sick, and I don't feel like eating. I also feel uneasy. My back hurts a lot and my muscles ache."
769,Dengue,I have really bad muscle pain that feels like a constant ache. I have red spots on my body and they make me feel really itchy.
770,Dengue,I have a rash all over my body and it itches a lot. I hurt all over and have a little bit of a fever. My head hurts and I feel cold.
771,Dengue,"I have very bad pain all over my body, a headache, and I'm throwing up. I have red spots all over my body and it makes me itch a lot."
772,Dengue,"I have constant back pain, and my arms and neck have rashes. The back of the eyes hurt a lot. I have a fever and I'm worried about my health."
773,Dengue,I have really bad pain in my joints that makes it hard for me to walk and do things I need to do every day. I don't feel like eating and it makes me feel weak and like throwing up.
774,Dengue,"There is always something going on in my mind. I have red spots on my neck and face, and rashes on my arms. My arms and legs hurt a lot. Please rewrite this paragraph using simpler language. I have itchy and uncomfortable spots and it's making me worried."
775,Dengue,"I feel really sick and like I need to throw up. I have a strong pain in my eyes and red, swollen dots on my back."
776,Dengue,"I have been shivering a lot and feeling very cold, and I also have a really high fever. I have red rashes on my arms and red patches on my neck."
777,Dengue,"I have been having really bad pain in my joints. I feel like throwing up a lot, and I have a medium fever with chills. The fever that doesn't go away even with medicine."
778,Dengue,"I have been throwing up and then feeling stomach pain and dizziness. I don't feel like eating and it's making me feel tired. I often feel pain in my arms, back, and neck."
779,Dengue,I have red spots on my arms and legs that are itchy and swollen. I feel like I'm going to throw up all the time. This comes with a slight fever.
780,Dengue,"I have a rash all over my body. The rash is red and puffy, and it's worse in some places like my arms and legs. I don't feel like eating."
781,Dengue,I have been feeling very cold and shivery. My back hurts a lot and my eyes hurt too. I saw some little red spots on my back and neck too.
782,Dengue,I have been having really bad joint pain that is making my day very hard. I feel like I'm going to throw up a lot and I also have a slight headache.
783,Dengue,"I have been throwing up a lot and don't feel like eating. My skin has a rash and my eyes hurt, so I can't sleep well."
784,Dengue,I feel really hot and my head hurts a lot. The fever comes with very bad body pain and shivering. I'm scared about my health and I don't know what to do.
785,Dengue,"I feel very tired and worn out, and I don't have any energy to do things. I am very tired and it's hard for me to get out of bed. I see little red spots on my arms and legs."
786,Dengue,"I have a really bad headache with pain behind my eyes. I'm exhausted and worn out, so I can't work all day. I'm concerned about my health."
787,Dengue,I have been feeling sick to my stomach and have been feeling like I need to throw up all the time. I also have a slight fever and headache.
788,Dengue,"I have red, itchy spots on my skin. I don't feel like eating and I'm very tired all the time. I think there's something not right with my body."
789,Dengue,"I have been feeling sore muscles and having a headache. I have constant muscle pain that gets worse when I use those muscles. I have tiny red spots coming up on my face, neck, and arms."
